Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4
2026-09-11,12:15:27,11.699,24.93,5004627.0,25.80855243569851,14988854.0,9.955015871858201,24973883.0,8.427189256170088,34957849.0,8.720864281351691,44943456.0,9.031033523007386
2026-09-11,12:15:37,21.398,24.95,5004627.0,25.860933487827047,14988850.0,10.013348696189706,24973878.0,8.485729851835913,34957833.0,8.741436037317284,44943439.0,9.051479267661836
2026-09-11,12:15:47,31.049,24.96,5004627.0,25.877101188224945,14988845.0,10.08166519295856,24973868.0,8.501250304217008,34957821.0,8.734077231489819,44943422.0,9.071615829685674
2026-09-11,12:16:43,87.343,25.0,5004622.0,25.90330079667858,14988818.0,10.280366089253453,24973821.0,8.606409823831415,34957756.0,8.768711994142834,44943338.0,9.074279564877642
2026-09-11,12:16:43,87.344,25.0,5004622.0,25.90330079667858,14988818.0,10.280366089253453,24973821.0,8.606409823831415,34957756.0,8.768711994142834,44943338.0,9.074279564877642
2026-09-11,12:16:43,87.344,25.0,5004622.0,25.90330079667858,14988818.0,10.280366089253453,24973821.0,8.606409823831415,34957756.0,8.768711994142834,44943338.0,9.074279564877642
2026-09-11,12:16:43,87.344,25.0,5004622.0,25.90330079667858,14988818.0,10.280366089253453,24973821.0,8.606409823831415,34957756.0,8.768711994142834,44943338.0,9.074279564877642
2026-09-11,12:16:43,87.345,24.99,5004622.0,25.90330079667858,14988818.0,10.280366089253453,24973821.0,8.606409823831415,34957756.0,8.768711994142834,44943338.0,9.074279564877642
2026-09-11,12:16:53,97.497,24.99,5004620.0,25.99310548317482,14988813.0,10.338782062041036,24973814.0,8.606409823831415,34957745.0,8.786434154611156,44943326.0,9.123513702432879
2026-09-11,12:16:53,97.498,24.99,5004620.0,25.99310548317482,14988813.0,10.338782062041036,24973814.0,8.606409823831415,34957745.0,8.786434154611156,44943326.0,9.123513702432879
2026-09-11,12:16:53,97.498,24.99,5004620.0,25.99310548317482,14988813.0,10.338782062041036,24973814.0,8.606409823831415,34957745.0,8.786434154611156,44943326.0,9.123513702432879
2026-09-11,12:16:53,97.498,24.99,5004620.0,25.99310548317482,14988813.0,10.338782062041036,24973814.0,8.606409823831415,34957745.0,8.786434154611156,44943326.0,9.123513702432879
2026-09-11,12:16:53,97.499,25.0,5004620.0,25.99310548317482,14988813.0,10.338782062041036,24973814.0,8.606409823831415,34957745.0,8.786434154611156,44943326.0,9.123513702432879
2026-09-11,12:17:03,107.547,25.0,5004620.0,25.99310548317482,14988810.0,10.338782062041036,24973806.0,8.618421391967116,34957735.0,8.786434154611156,44943314.0,9.123513702432879
2026-09-11,12:17:03,107.548,25.0,5004620.0,25.99310548317482,14988810.0,10.338782062041036,24973806.0,8.618421391967116,34957735.0,8.786434154611156,44943314.0,9.123513702432879
2026-09-11,12:17:03,107.548,25.0,5004620.0,25.99310548317482,14988810.0,10.338782062041036,24973806.0,8.618421391967116,34957735.0,8.786434154611156,44943314.0,9.123513702432879
2026-09-11,12:17:03,107.549,25.0,5004620.0,25.99310548317482,14988810.0,10.338782062041036,24973806.0,8.618421391967116,34957735.0,8.786434154611156,44943314.0,9.123513702432879
2026-09-11,12:17:03,107.549,25.0,5004620.0,25.99310548317482,14988810.0,10.338782062041036,24973806.0,8.618421391967116,34957735.0,8.786434154611156,44943314.0,9.123513702432879
2026-09-11,12:17:03,107.765,25.0,5004619.0,25.99310548317482,14988806.0,10.338782062041036,24973801.0,8.624149141040526,34957727.0,8.786434154611156,44943303.0,9.109811130024582
2026-09-11,12:17:56,160.575,25.0,5004615.0,26.105983160663328,14988792.0,10.374930271591603,24973778.0,8.66278754169805,34957695.0,8.82903184377431,44943262.0,9.102579786944778
2026-09-11,12:17:56,160.576,25.0,5004615.0,26.105983160663328,14988792.0,10.374930271591603,24973778.0,8.66278754169805,34957695.0,8.82903184377431,44943262.0,9.102579786944778
2026-09-11,12:17:56,160.577,25.0,5004615.0,26.105983160663328,14988792.0,10.374930271591603,24973778.0,8.66278754169805,34957695.0,8.82903184377431,44943262.0,9.102579786944778
2026-09-11,12:18:24,188.11,25.0,5004613.0,26.08689557594325,14988786.0,10.401303428883862,24973768.0,8.672810520847907,34957681.0,8.80799802861038,44943245.0,9.107268925893537
2026-09-11,12:18:24,188.11,25.0,5004613.0,26.08689557594325,14988786.0,10.401303428883862,24973768.0,8.672810520847907,34957681.0,8.80799802861038,44943245.0,9.107268925893537
2026-09-11,12:18:24,188.111,25.0,5004613.0,26.08689557594325,14988786.0,10.401303428883862,24973768.0,8.672810520847907,34957681.0,8.80799802861038,44943245.0,9.107268925893537
2026-09-11,12:18:43,207.92,25.0,5004612.0,26.08689557594325,14988782.0,10.40355040130204,24973762.0,8.684455832059855,34957672.0,8.805012830968455,44943235.0,9.133401431813288
2026-09-11,12:18:43,207.92,25.0,5004612.0,26.08689557594325,14988782.0,10.40355040130204,24973762.0,8.684455832059855,34957672.0,8.805012830968455,44943235.0,9.133401431813288
2026-09-11,12:18:43,207.92,25.0,5004612.0,26.08689557594325,14988782.0,10.40355040130204,24973762.0,8.684455832059855,34957672.0,8.805012830968455,44943235.0,9.133401431813288
